fecha,valor
2016-12-30T03:00:00.000Z,667.29
2016-12-29T03:00:00.000Z,673.06
2016-12-28T03:00:00.000Z,673.73
2016-12-27T03:00:00.000Z,672.69
2016-12-26T03:00:00.000Z,673.48
2016-12-23T03:00:00.000Z,674.96
2016-12-22T03:00:00.000Z,672.24
2016-12-21T03:00:00.000Z,676.09
2016-12-20T03:00:00.000Z,677.11
2016-12-19T03:00:00.000Z,670.16
2016-12-16T03:00:00.000Z,663.68
2016-12-15T03:00:00.000Z,654.94
2016-12-14T03:00:00.000Z,650.25
2016-12-13T03:00:00.000Z,649.4
2016-12-12T03:00:00.000Z,653.55
2016-12-09T03:00:00.000Z,656.07
2016-12-07T03:00:00.000Z,662.05
2016-12-06T03:00:00.000Z,668.9
2016-12-05T03:00:00.000Z,672.58
2016-12-02T03:00:00.000Z,674.76
2016-12-01T03:00:00.000Z,673.54
2016-11-30T03:00:00.000Z,675.48
2016-11-29T03:00:00.000Z,675.91
2016-11-28T03:00:00.000Z,678.03
2016-11-25T03:00:00.000Z,677.56
2016-11-24T03:00:00.000Z,679.24
2016-11-23T03:00:00.000Z,674.37
2016-11-22T03:00:00.000Z,675.39
2016-11-21T03:00:00.000Z,678.28
2016-11-18T03:00:00.000Z,674.38
2016-11-17T03:00:00.000Z,675.77
2016-11-16T03:00:00.000Z,668.93
2016-11-15T03:00:00.000Z,668.29
2016-11-14T03:00:00.000Z,663.23
2016-11-11T03:00:00.000Z,656.36
2016-11-10T03:00:00.000Z,650.95
2016-11-09T03:00:00.000Z,651.32
2016-11-08T03:00:00.000Z,654.66
2016-11-07T03:00:00.000Z,654.87
2016-11-04T03:00:00.000Z,650.72
2016-11-03T03:00:00.000Z,653.55
2016-11-02T03:00:00.000Z,651.18
2016-10-28T03:00:00.000Z,651.65
2016-10-27T03:00:00.000Z,653.62
2016-10-26T03:00:00.000Z,653.98
2016-10-25T03:00:00.000Z,660.38
2016-10-24T03:00:00.000Z,667.09
2016-10-21T03:00:00.000Z,666.74
2016-10-20T03:00:00.000Z,667.41
2016-10-19T03:00:00.000Z,668.47
2016-10-18T03:00:00.000Z,670.61
2016-10-17T03:00:00.000Z,670.37
2016-10-14T03:00:00.000Z,670.88
2016-10-13T03:00:00.000Z,667.19
2016-10-12T03:00:00.000Z,667.47
2016-10-11T03:00:00.000Z,667.93
2016-10-07T03:00:00.000Z,666.97
2016-10-06T03:00:00.000Z,664.86
2016-10-05T03:00:00.000Z,662.29
2016-10-04T03:00:00.000Z,658.59
2016-10-03T03:00:00.000Z,658.02
2016-09-30T03:00:00.000Z,659.08
2016-09-29T03:00:00.000Z,662.27
2016-09-28T03:00:00.000Z,661.96
2016-09-27T03:00:00.000Z,662.34
2016-09-26T03:00:00.000Z,659.71
2016-09-23T03:00:00.000Z,657.32
2016-09-22T03:00:00.000Z,666.89
2016-09-21T03:00:00.000Z,672.73
2016-09-20T03:00:00.000Z,674.67
2016-09-16T03:00:00.000Z,671.36
2016-09-15T03:00:00.000Z,674.93
2016-09-14T03:00:00.000Z,672.97
2016-09-13T03:00:00.000Z,674.18
2016-09-12T03:00:00.000Z,670.61
2016-09-09T03:00:00.000Z,661.93
2016-09-08T03:00:00.000Z,660.95
2016-09-07T03:00:00.000Z,669.49
2016-09-06T03:00:00.000Z,673.61
2016-09-05T03:00:00.000Z,675.43
2016-09-02T03:00:00.000Z,680.28
2016-09-01T03:00:00.000Z,678.57
2016-08-31T03:00:00.000Z,673.17
2016-08-30T03:00:00.000Z,671.32
2016-08-29T03:00:00.000Z,662.93
2016-08-26T03:00:00.000Z,665.94
2016-08-25T03:00:00.000Z,671.49
2016-08-24T03:00:00.000Z,668.57
2016-08-23T03:00:00.000Z,667.31
2016-08-22T03:00:00.000Z,660.94
2016-08-19T03:00:00.000Z,656.05
2016-08-18T03:00:00.000Z,657.46
2016-08-17T03:00:00.000Z,649.01
2016-08-16T03:00:00.000Z,648.31
2016-08-12T04:00:00.000Z,645.22
2016-08-11T04:00:00.000Z,649.29
2016-08-10T04:00:00.000Z,653.06
2016-08-09T04:00:00.000Z,654.79
2016-08-08T04:00:00.000Z,656.98
2016-08-05T04:00:00.000Z,657.36
2016-08-04T04:00:00.000Z,657.21
2016-08-03T04:00:00.000Z,654.76
2016-08-02T04:00:00.000Z,657.47
2016-08-01T04:00:00.000Z,656.95
2016-07-29T04:00:00.000Z,664.94
2016-07-28T04:00:00.000Z,664.94
2016-07-27T04:00:00.000Z,661.04
2016-07-26T04:00:00.000Z,656.33
2016-07-25T04:00:00.000Z,650.78
2016-07-22T04:00:00.000Z,650.09
2016-07-21T04:00:00.000Z,651.43
2016-07-20T04:00:00.000Z,651.53
2016-07-19T04:00:00.000Z,650.84
