fecha,valor
2015-12-30T03:00:00.000Z,707.34
2015-12-29T03:00:00.000Z,704.42
2015-12-28T03:00:00.000Z,700.77
2015-12-24T03:00:00.000Z,696.26
2015-12-23T03:00:00.000Z,693.72
2015-12-22T03:00:00.000Z,694.37
2015-12-21T03:00:00.000Z,702.7
2015-12-18T03:00:00.000Z,708.5
2015-12-17T03:00:00.000Z,709.23
2015-12-16T03:00:00.000Z,709.82
2015-12-15T03:00:00.000Z,711.52
2015-12-14T03:00:00.000Z,707.11
2015-12-11T03:00:00.000Z,703.54
2015-12-10T03:00:00.000Z,704.7
2015-12-09T03:00:00.000Z,706.34
2015-12-07T03:00:00.000Z,701.04
2015-12-04T03:00:00.000Z,701.56
2015-12-03T03:00:00.000Z,703.47
2015-12-02T03:00:00.000Z,707.15
2015-12-01T03:00:00.000Z,711.2
2015-11-30T03:00:00.000Z,712.63
2015-11-27T03:00:00.000Z,712.13
2015-11-26T03:00:00.000Z,713.47
2015-11-25T03:00:00.000Z,711.42
2015-11-24T03:00:00.000Z,715.66
2015-11-23T03:00:00.000Z,709.04
2015-11-20T03:00:00.000Z,711.96
2015-11-19T03:00:00.000Z,714.12
2015-11-18T03:00:00.000Z,710.46
2015-11-17T03:00:00.000Z,709.59
2015-11-16T03:00:00.000Z,705.09
2015-11-13T03:00:00.000Z,702.51
2015-11-12T03:00:00.000Z,699.08
2015-11-11T03:00:00.000Z,702.7
2015-11-10T03:00:00.000Z,701.26
2015-11-09T03:00:00.000Z,697.07
2015-11-06T03:00:00.000Z,693.49
2015-11-05T03:00:00.000Z,688.94
2015-11-04T03:00:00.000Z,691.19
2015-11-03T03:00:00.000Z,691.92
2015-11-02T03:00:00.000Z,690.32
2015-10-30T03:00:00.000Z,690.34
2015-10-29T03:00:00.000Z,687.37
2015-10-28T03:00:00.000Z,687.45
2015-10-27T03:00:00.000Z,685.64
2015-10-26T03:00:00.000Z,686.95
2015-10-23T03:00:00.000Z,691.62
2015-10-22T03:00:00.000Z,692.7
2015-10-21T03:00:00.000Z,684.21
2015-10-20T03:00:00.000Z,679.31
2015-10-19T03:00:00.000Z,673.91
2015-10-16T03:00:00.000Z,675.62
2015-10-15T03:00:00.000Z,681.07
2015-10-14T03:00:00.000Z,683.05
2015-10-13T03:00:00.000Z,675.37
2015-10-09T03:00:00.000Z,681.7
2015-10-08T03:00:00.000Z,678.59
2015-10-07T03:00:00.000Z,681.29
2015-10-06T03:00:00.000Z,685.83
2015-10-05T03:00:00.000Z,695.33
2015-10-02T03:00:00.000Z,695.53
2015-10-01T03:00:00.000Z,698.72
2015-09-30T03:00:00.000Z,704.68
2015-09-29T03:00:00.000Z,705.29
2015-09-28T03:00:00.000Z,697.91
2015-09-25T03:00:00.000Z,705.92
2015-09-24T03:00:00.000Z,700.43
2015-09-23T03:00:00.000Z,696.47
2015-09-22T03:00:00.000Z,682.67
2015-09-21T03:00:00.000Z,676.74
2015-09-17T03:00:00.000Z,680.16
2015-09-16T03:00:00.000Z,686.38
2015-09-15T03:00:00.000Z,688.65
2015-09-14T03:00:00.000Z,684.54
2015-09-11T03:00:00.000Z,691.03
2015-09-10T03:00:00.000Z,688.33
2015-09-09T03:00:00.000Z,688.33
2015-09-08T03:00:00.000Z,693.78
2015-09-07T03:00:00.000Z,691.22
2015-09-04T03:00:00.000Z,688.41
2015-09-03T03:00:00.000Z,688.24
2015-09-02T03:00:00.000Z,691.88
2015-09-01T03:00:00.000Z,695.25
2015-08-31T03:00:00.000Z,690.12
2015-08-28T03:00:00.000Z,699.69
2015-08-27T03:00:00.000Z,706.24
2015-08-26T03:00:00.000Z,699.91
2015-08-25T03:00:00.000Z,705.68
2015-08-24T03:00:00.000Z,693.94
2015-08-21T03:00:00.000Z,694.19
2015-08-20T03:00:00.000Z,694.88
2015-08-19T03:00:00.000Z,697.25
2015-08-18T03:00:00.000Z,689.36
2015-08-17T03:00:00.000Z,683.83
2015-08-14T03:00:00.000Z,684.89
2015-08-13T03:00:00.000Z,681.76
2015-08-12T03:00:00.000Z,680.32
2015-08-11T03:00:00.000Z,676.43
2015-08-10T03:00:00.000Z,678.36
2015-08-07T03:00:00.000Z,684.12
2015-08-06T03:00:00.000Z,682.55
2015-08-05T03:00:00.000Z,677.36
2015-08-04T03:00:00.000Z,678.44
2015-08-03T03:00:00.000Z,671.11
2015-07-31T03:00:00.000Z,672.19
2015-07-30T03:00:00.000Z,665.52
2015-07-29T03:00:00.000Z,664.5
2015-07-28T03:00:00.000Z,665.18
2015-07-27T03:00:00.000Z,660.67
2015-07-24T03:00:00.000Z,654.29
2015-07-23T03:00:00.000Z,654.19
2015-07-22T03:00:00.000Z,651.17
2015-07-21T03:00:00.000Z,649.3
2015-07-20T03:00:00.000Z,644.9
2015-07-17T03:00:00.000Z,643.07
2015-07-15T03:00:00.000Z,643.6
2015-07-14T03:00:00.000Z,647.68
2015-07-13T03:00:00.000Z,646.15
2015-07-10T03:00:00.000Z,646.94
2015-07-09T03:00:00.000Z,652.4
2015-07-08T03:00:00.000Z,648.33
2015-07-07T03:00:00.000Z,641.5
2015-07-06T03:00:00.000Z,636.39
2015-07-03T03:00:00.000Z,637.02
2015-07-02T03:00:00.000Z,639.04
2015-07-01T03:00:00.000Z,639.04
2015-06-30T03:00:00.000Z,634.58
2015-06-26T03:00:00.000Z,631.81
2015-06-25T03:00:00.000Z,632.82
2015-06-24T03:00:00.000Z,634.54
2015-06-23T03:00:00.000Z,630.64
2015-06-22T03:00:00.000Z,632.31
2015-06-19T03:00:00.000Z,629.59
2015-06-18T03:00:00.000Z,637.8
2015-06-17T03:00:00.000Z,633.69
2015-06-16T03:00:00.000Z,634.13
2015-06-15T03:00:00.000Z,631.06
2015-06-12T03:00:00.000Z,631.98
2015-06-11T03:00:00.000Z,624.45
2015-06-10T03:00:00.000Z,626.55
2015-06-09T03:00:00.000Z,633.7
2015-06-08T03:00:00.000Z,635.61
2015-06-05T03:00:00.000Z,628.06
2015-06-04T03:00:00.000Z,626.01
2015-06-03T03:00:00.000Z,622.21
2015-06-02T03:00:00.000Z,621.69
2015-06-01T03:00:00.000Z,616.66
2015-05-29T03:00:00.000Z,617.45
2015-05-28T03:00:00.000Z,616.14
2015-05-27T03:00:00.000Z,612.62
2015-05-26T03:00:00.000Z,609.87
2015-05-25T03:00:00.000Z,607.6
2015-05-22T03:00:00.000Z,605.41
2015-05-20T03:00:00.000Z,603.09
2015-05-19T03:00:00.000Z,599.06
2015-05-18T03:00:00.000Z,597.1
2015-05-15T03:00:00.000Z,598.4
2015-05-14T03:00:00.000Z,600.5
2015-05-13T03:00:00.000Z,607.31
2015-05-12T03:00:00.000Z,606.92
2015-05-11T03:00:00.000Z,605.77
2015-05-08T03:00:00.000Z,610.61
2015-05-07T03:00:00.000Z,608.84
2015-05-06T03:00:00.000Z,611.89
2015-05-05T03:00:00.000Z,614.48
2015-05-04T03:00:00.000Z,611.28
2015-04-30T03:00:00.000Z,606.82
2015-04-29T03:00:00.000Z,606.39
2015-04-28T03:00:00.000Z,611.08
2015-04-27T03:00:00.000Z,614.42
2015-04-24T03:00:00.000Z,618.12
2015-04-23T03:00:00.000Z,618.02
2015-04-22T03:00:00.000Z,616.42
2015-04-21T03:00:00.000Z,615.42
2015-04-20T03:00:00.000Z,612.73
2015-04-17T03:00:00.000Z,612.3
2015-04-16T03:00:00.000Z,616.7
2015-04-15T03:00:00.000Z,614.06
2015-04-14T03:00:00.000Z,621.1
2015-04-13T03:00:00.000Z,619.42
2015-04-10T03:00:00.000Z,613.91
2015-04-09T03:00:00.000Z,611.05
2015-04-08T03:00:00.000Z,611.01
2015-04-07T03:00:00.000Z,610.74
2015-04-06T03:00:00.000Z,614.77
2015-04-02T03:00:00.000Z,618.22
2015-04-01T03:00:00.000Z,626.58
2015-03-31T03:00:00.000Z,626.87
2015-03-30T03:00:00.000Z,622.79
2015-03-27T03:00:00.000Z,620.68
2015-03-26T03:00:00.000Z,619.79
2015-03-25T03:00:00.000Z,623.65
2015-03-24T03:00:00.000Z,627.0
2015-03-23T03:00:00.000Z,635.62
2015-03-20T03:00:00.000Z,638.82
2015-03-19T03:00:00.000Z,642.18
2015-03-18T03:00:00.000Z,640.84
2015-03-17T03:00:00.000Z,639.37
2015-03-16T03:00:00.000Z,639.02
2015-03-13T03:00:00.000Z,633.54
2015-03-12T03:00:00.000Z,637.59
2015-03-11T03:00:00.000Z,633.03
2015-03-10T03:00:00.000Z,628.47
2015-03-09T03:00:00.000Z,624.68
2015-03-06T03:00:00.000Z,619.61
2015-03-05T03:00:00.000Z,619.78
2015-03-04T03:00:00.000Z,617.6
2015-03-03T03:00:00.000Z,617.38
2015-03-02T03:00:00.000Z,618.76
2015-02-27T03:00:00.000Z,617.67
2015-02-26T03:00:00.000Z,619.5
2015-02-25T03:00:00.000Z,622.88
2015-02-24T03:00:00.000Z,621.18
2015-02-23T03:00:00.000Z,616.86
2015-02-20T03:00:00.000Z,620.33
2015-02-19T03:00:00.000Z,620.4
2015-02-18T03:00:00.000Z,619.72
2015-02-17T03:00:00.000Z,619.72
2015-02-16T03:00:00.000Z,620.18
2015-02-13T03:00:00.000Z,626.92
2015-02-12T03:00:00.000Z,628.22
2015-02-11T03:00:00.000Z,626.44
2015-02-10T03:00:00.000Z,626.04
2015-02-09T03:00:00.000Z,623.21
2015-02-06T03:00:00.000Z,624.8
2015-02-05T03:00:00.000Z,627.09
2015-02-04T03:00:00.000Z,626.97
2015-02-03T03:00:00.000Z,632.19
2015-02-02T03:00:00.000Z,632.03
2015-01-30T03:00:00.000Z,626.48
2015-01-29T03:00:00.000Z,622.44
2015-01-28T03:00:00.000Z,623.37
2015-01-27T03:00:00.000Z,625.67
2015-01-26T03:00:00.000Z,626.38
2015-01-23T03:00:00.000Z,625.95
2015-01-22T03:00:00.000Z,628.44
2015-01-21T03:00:00.000Z,627.23
2015-01-20T03:00:00.000Z,629.09
2015-01-19T03:00:00.000Z,627.01
2015-01-16T03:00:00.000Z,623.67
2015-01-15T03:00:00.000Z,625.38
2015-01-14T03:00:00.000Z,617.53
2015-01-13T03:00:00.000Z,616.52
2015-01-12T03:00:00.000Z,614.03
2015-01-09T03:00:00.000Z,613.08
2015-01-08T03:00:00.000Z,614.76
2015-01-07T03:00:00.000Z,616.09
2015-01-06T03:00:00.000Z,616.76
2015-01-05T03:00:00.000Z,612.47
2015-01-02T03:00:00.000Z,606.75
