fecha,valor
2022-12-30T03:00:00.000Z,859.51
2022-12-29T03:00:00.000Z,856.76
2022-12-28T03:00:00.000Z,876.75
2022-12-27T03:00:00.000Z,879.19
2022-12-26T03:00:00.000Z,876.22
2022-12-23T03:00:00.000Z,867.01
2022-12-22T03:00:00.000Z,879.48
2022-12-21T03:00:00.000Z,889.65
2022-12-20T03:00:00.000Z,888.27
2022-12-19T03:00:00.000Z,885.99
2022-12-16T03:00:00.000Z,875.56
2022-12-15T03:00:00.000Z,862.85
2022-12-14T03:00:00.000Z,858.07
2022-12-13T03:00:00.000Z,860.03
2022-12-12T03:00:00.000Z,861.51
2022-12-09T03:00:00.000Z,878.58
2022-12-07T03:00:00.000Z,884.74
2022-12-06T03:00:00.000Z,886.26
2022-12-05T03:00:00.000Z,881.87
2022-12-02T03:00:00.000Z,885.77
2022-12-01T03:00:00.000Z,894.82
2022-11-30T03:00:00.000Z,905.7
2022-11-29T03:00:00.000Z,916.36
2022-11-28T03:00:00.000Z,915.81
2022-11-25T03:00:00.000Z,911.96
2022-11-24T03:00:00.000Z,924.63
2022-11-23T03:00:00.000Z,935.29
2022-11-22T03:00:00.000Z,947.06
2022-11-21T03:00:00.000Z,929.3
2022-11-18T03:00:00.000Z,920.86
2022-11-17T03:00:00.000Z,895.68
2022-11-16T03:00:00.000Z,889.14
2022-11-15T03:00:00.000Z,898.72
2022-11-14T03:00:00.000Z,887.46
2022-11-11T03:00:00.000Z,893.54
2022-11-10T03:00:00.000Z,904.42
2022-11-09T03:00:00.000Z,907.35
2022-11-08T03:00:00.000Z,919.58
2022-11-07T03:00:00.000Z,932.37
2022-11-04T03:00:00.000Z,948.74
2022-11-03T03:00:00.000Z,937.79
2022-11-02T03:00:00.000Z,936.35
2022-10-28T03:00:00.000Z,945.31
2022-10-27T03:00:00.000Z,953.0
2022-10-26T03:00:00.000Z,971.12
2022-10-25T03:00:00.000Z,983.91
2022-10-24T03:00:00.000Z,978.49
2022-10-21T03:00:00.000Z,972.08
2022-10-20T03:00:00.000Z,978.06
2022-10-19T03:00:00.000Z,972.03
2022-10-18T03:00:00.000Z,967.73
2022-10-17T03:00:00.000Z,950.72
2022-10-14T03:00:00.000Z,944.75
2022-10-13T03:00:00.000Z,933.14
2022-10-12T03:00:00.000Z,933.88
2022-10-11T03:00:00.000Z,945.06
2022-10-07T03:00:00.000Z,943.92
2022-10-06T03:00:00.000Z,942.02
2022-10-05T03:00:00.000Z,931.12
2022-10-04T03:00:00.000Z,955.42
2022-10-03T03:00:00.000Z,960.24
2022-09-30T03:00:00.000Z,966.0
2022-09-29T03:00:00.000Z,971.14
2022-09-28T03:00:00.000Z,982.83
2022-09-27T03:00:00.000Z,987.07
2022-09-26T03:00:00.000Z,965.18
2022-09-23T03:00:00.000Z,943.07
2022-09-22T03:00:00.000Z,938.82
2022-09-21T03:00:00.000Z,928.25
2022-09-20T03:00:00.000Z,922.6
2022-09-15T03:00:00.000Z,917.11
2022-09-14T03:00:00.000Z,910.27
2022-09-13T03:00:00.000Z,898.69
2022-09-12T03:00:00.000Z,885.15
2022-09-09T03:00:00.000Z,881.04
2022-09-08T03:00:00.000Z,886.34
2022-09-07T03:00:00.000Z,888.51
2022-09-06T03:00:00.000Z,866.28
2022-09-05T03:00:00.000Z,885.52
2022-09-02T04:00:00.000Z,898.24
2022-09-01T04:00:00.000Z,898.04
2022-08-31T04:00:00.000Z,882.11
2022-08-30T04:00:00.000Z,890.9
2022-08-29T04:00:00.000Z,900.22
2022-08-26T04:00:00.000Z,910.03
2022-08-25T04:00:00.000Z,915.6
2022-08-24T04:00:00.000Z,926.94
2022-08-23T04:00:00.000Z,945.47
2022-08-22T04:00:00.000Z,945.35
2022-08-19T04:00:00.000Z,918.2
2022-08-18T04:00:00.000Z,895.76
2022-08-17T04:00:00.000Z,882.2
2022-08-16T04:00:00.000Z,882.72
2022-08-12T04:00:00.000Z,882.33
2022-08-11T04:00:00.000Z,889.38
2022-08-10T04:00:00.000Z,900.78
2022-08-09T04:00:00.000Z,906.03
2022-08-08T04:00:00.000Z,914.49
2022-08-05T04:00:00.000Z,903.91
2022-08-04T04:00:00.000Z,907.82
2022-08-03T04:00:00.000Z,897.22
2022-08-02T04:00:00.000Z,893.19
2022-08-01T04:00:00.000Z,905.1
2022-07-29T04:00:00.000Z,911.42
2022-07-28T04:00:00.000Z,920.49
2022-07-27T04:00:00.000Z,922.04
2022-07-26T04:00:00.000Z,941.03
2022-07-25T04:00:00.000Z,932.83
2022-07-22T04:00:00.000Z,927.49
2022-07-21T04:00:00.000Z,919.93
2022-07-20T04:00:00.000Z,929.83
2022-07-19T04:00:00.000Z,940.9
2022-07-18T04:00:00.000Z,988.22
2022-07-15T04:00:00.000Z,1042.97
