anio,tipo_ingreso,region,ingreso_nominal,ingreso_real_nov2024,error_estandar_nominal,error_estandar_real
2022,Ingreso del trabajo,Ñuble,597623.7126121236,652605.0941724393,16501.48443932121,18019.621007738773
2024,Ingreso del trabajo,Ñuble,829320.4872095936,829320.4872095936,31343.333204876617,31343.333204876617
2006,Ingreso del trabajo,Biobío,310895.92805636977,654435.9285586593,12200.746465794715,25682.571310497864
2009,Ingreso del trabajo,Biobío,359576.29602891236,661979.9609892279,13781.802643464523,25372.29866661819
2011,Ingreso del trabajo,Biobío,417848.09466815414,721623.6594919021,25362.09391857235,43800.336197374454
2013,Ingreso del trabajo,Biobío,456227.66446582193,753688.1016975377,12710.111468535615,20997.10414602084
2015,Ingreso del trabajo,Biobío,536312.8108606142,806614.4675343639,20502.542101682917,30835.823320931115
2017,Ingreso del trabajo,Biobío,616797.8443833245,883871.3110013043,37393.54696232453,53584.95279701107
2020,Ingreso del trabajo,Biobío,620482.7197751746,819037.1901032304,22100.404662519082,29172.53415452518
2022,Ingreso del trabajo,Biobío,830738.7607951373,907166.72678829,21646.583445164957,23638.06912212014
2024,Ingreso del trabajo,Biobío,1005371.9089529138,1005371.9089529138,20835.846193095007,20835.846193095007
2006,Ingreso del trabajo,La Araucanía,287017.48830776475,604171.8128878447,13713.976169356596,28867.919836495657
2009,Ingreso del trabajo,La Araucanía,308024.8370774054,567073.7250595038,30511.489369565446,56171.65192937002
2011,Ingreso del trabajo,La Araucanía,367269.06203255453,634273.6701302219,24318.8501133519,41998.65414575872
2013,Ingreso del trabajo,La Araucanía,456129.08224640467,753525.2438710614,18245.526041363002,30141.60902033168
2015,Ingreso del trabajo,La Araucanía,506654.9782478002,762009.0872846912,21867.501270582394,32888.721910955894
2017,Ingreso del trabajo,La Araucanía,575394.8286017039,824540.7893862424,25813.019607158974,36990.05709705883
2020,Ingreso del trabajo,La Araucanía,513087.87410085666,677275.9938131311,20567.349314800107,27148.901095536137
2022,Ingreso del trabajo,La Araucanía,660483.0890964222,721247.5332932925,14798.595342648325,16160.066114171965
2024,Ingreso del trabajo,La Araucanía,792078.6251520801,792078.6251520801,21879.46699853062,21879.46699853062
2006,Ingreso del trabajo,Los Ríos,299410.3232260543,630258.7303908444,23292.827329254964,49031.40152808168
2009,Ingreso del trabajo,Los Ríos,298485.68927439174,549512.1539541561,30250.0936717377,55690.422449669066
2011,Ingreso del trabajo,Los Ríos,417767.6694488366,721484.7651381416,41496.494772973965,71664.44647292602
2013,Ingreso del trabajo,Los Ríos,449831.26037991204,743121.242147614,23548.220499946896,38901.66026591228
2015,Ingreso del trabajo,Los Ríos,618544.7832940808,930291.3540742986,50815.200644833225,76426.06176982919
2017,Ingreso del trabajo,Los Ríos,635148.7564856581,910168.1680439474,51607.59958894127,73953.69021095286
2020,Ingreso del trabajo,Los Ríos,585239.3371379148,772515.9250220472,31188.21440776883,41168.44301825486
2022,Ingreso del trabajo,Los Ríos,833734.6972455413,910438.2893921308,26962.32197468373,29442.855596354624
2024,Ingreso del trabajo,Los Ríos,933649.9440414645,933649.9440414645,24077.310898319367,24077.310898319367
2006,Ingreso del trabajo,Los Lagos,373022.0940161647,785211.5079040291,19240.96302329079,40502.22716402709
2009,Ingreso del trabajo,Los Lagos,369559.4583035809,680358.9627368943,21940.042250501818,40391.61778317385
2011,Ingreso del trabajo,Los Lagos,405274.53367516573,699909.1196570107,15188.688991833771,26230.865888896926
